IB (A),IA (A),ang (deg),Coil A flux (Wb),Coil B flux (Wb),Coil C flux (Wb)
-9,-9,14.999999999999998,-0.047083413048144146,0.029953232137136805,0.022919710095276873
-8,-9,14.999999999999998,-0.04708091522355851,0.030436077110764084,0.022410624590433362
-7,-9,14.999999999999998,-0.04707795378223139,0.030914679836361612,0.021896411134753966
-6,-9,14.999999999999998,-0.047074520233810625,0.0313878169803541,0.02137449287796019
-5,-9,14.999999999999998,-0.04707170215634131,0.031857512895437846,0.020842279171892852
-4,-9,14.999999999999998,-0.04706917320685977,0.03232662601985166,0.020304883462752374
-3,-9,14.999999999999998,-0.047065675687863656,0.03278018289103257,0.01976111455942423
-2,-9,14.999999999999998,-0.04706374427090892,0.0332159972505245,0.019194600439219084
-1,-9,14.999999999999998,-0.04706010867428216,0.03364507316152851,0.018620984878930474
0,-9,14.999999999999998,-0.04705503626446996,0.034073366787248566,0.018043344514556567
1,-9,14.999999999999998,-0.047050189464008615,0.03449622361157155,0.01746437316491651
2,-9,14.999999999999998,-0.04704418999149544,0.03490071932749425,0.016883033482394658
3,-9,14.999999999999998,-0.047037606975297554,0.03529440033352301,0.016299757815111986
4,-9,14.999999999999998,-0.04703102097658004,0.03568358651291626,0.0157155824676561
5,-9,14.999999999999998,-0.047024461864710224,0.03607113394982584,0.015130281248105672
6,-9,14.999999999999998,-0.04701788359296567,0.03645819434620797,0.014544653969356842
7,-9,14.999999999999998,-0.04701187171684607,0.036840843876213426,0.0139592595716844
8,-9,14.999999999999998,-0.04700460094680242,0.037207364943124176,0.013375236268257942
9,-9,14.999999999999998,-0.046996704916524246,0.037560106313222714,0.012789760495034094
10,-9,14.999999999999998,-0.046987132418526714,0.03790728945687988,0.012203609920718768
-10,-8,14.999999999999998,-0.04687586661118278,0.029501888530912967,0.022948652200297334
-9,-8,14.999999999999998,-0.04687263058992105,0.029984415803550078,0.02243930405537851
-8,-8,14.999999999999998,-0.04686955840726128,0.03046767293883445,0.021925256892519302
-7,-8,14.999999999999998,-0.046866124649687244,0.030947322808096207,0.021404909261932455
-6,-8,14.999999999999998,-0.046863242870354815,0.031419566340306834,0.020869834177921723
-5,-8,14.999999999999998,-0.046859993563707784,0.031889438747190496,0.020333256001245577
-4,-8,14.999999999999998,-0.04685537684594267,0.032357694201242314,0.019788577734802665
-3,-8,14.999999999999998,-0.04685052716824106,0.03281013568166342,0.019220393389636128
-2,-8,14.999999999999998,-0.04684545295096464,0.03324572877814656,0.018645745376032086
-1,-8,14.999999999999998,-0.04684016626442083,0.03367518557917304,0.018068224994349662
0,-8,14.999999999999998,-0.046833527649295326,0.03410351031829609,0.017488137507520044
1,-8,14.999999999999998,-0.04682618666172196,0.03452615608874291,0.016905726796049812
2,-8,14.999999999999998,-0.04681907874924593,0.03493018435028017,0.016322411036347344
3,-8,14.999999999999998,-0.04681215101209658,0.03532366925732266,0.015738375108594424
4,-8,14.999999999999998,-0.04680469830549384,0.035713012050710154,0.015152989225254458
5,-8,14.999999999999998,-0.046797653983399155,0.036100474552207565,0.01456720828678432
6,-8,14.999999999999998,-0.046791252833901203,0.03648741162577654,0.013981661713689378
7,-8,14.999999999999998,-0.046785297072519355,0.036870024462005116,0.013397026030275263
8,-8,14.999999999999998,-0.04677766490476964,0.0372360513216118,0.012811006209442784
9,-8,14.999999999999998,-0.04676917551339169,0.03758898225570772,0.012224412232993918
10,-8,14.999999999999998,-0.04676081515064906,0.037937946853051775,0.011637735073520346
-10,-7,14.999999999999998,-0.04665081126722899,0.029532580222041124,0.022466617620062045
-9,-7,14.999999999999998,-0.04664728651270407,0.03001541508540937,0.021953506877094756
-8,-7,14.999999999999998,-0.04664395782010456,0.03049871226729203,0.02143179653980466
-7,-7,14.999999999999998,-0.04663955583038413,0.030978275942707415,0.02089731369739159
-6,-7,14.999999999999998,-0.0466344707818097,0.031451066877278125,0.020359588277663883
-5,-7,14.999999999999998,-0.04662803360385842,0.03192091036123147,0.01981376730506027
-4,-7,14.999999999999998,-0.04662290404525807,0.03238773660876145,0.01924507003223254
-3,-7,14.999999999999998,-0.04661761462939737,0.03283982482631021,0.018669935963029436
-2,-7,14.999999999999998,-0.04661155957013877,0.033275338514030986,0.018091619920299014
-1,-7,14.999999999999998,-0.046604500367515955,0.03370593452145921,0.017510509083658827
0,-7,14.999999999999998,-0.04659607874479207,0.0341334398452181,0.016928042645171695
1,-7,14.999999999999998,-0.046588374796196486,0.03455591205730178,0.016344558117204484
2,-7,14.999999999999998,-0.04658150048890606,0.034959355177187505,0.015760337682771873
3,-7,14.999999999999998,-0.046573317492892306,0.03535300406768293,0.015175101635676758
4,-7,14.999999999999998,-0.04656673812627884,0.035742375338796796,0.014589246507338066
5,-7,14.999999999999998,-0.046558449687352434,0.03612965680170007,0.014003453224032533
6,-7,14.999999999999998,-0.046550669909317534,0.036516424259896776,0.01341844184699601
7,-7,14.999999999999998,-0.04654348832969376,0.03689794328952485,0.012831552139129412
8,-7,14.999999999999998,-0.046535876326537405,0.03726374994328053,0.01224458104811995
9,-7,14.999999999999998,-0.04652740316955877,0.03761801980943319,0.011656799738916581
10,-7,14.999999999999998,-0.04651757755268906,0.037966785988313004,0.011069219869226436
-10,-6,14.999999999999998,-0.04641426528359218,0.029562896205639032,0.02198057239627481
-9,-6,14.999999999999998,-0.04640850834615986,0.030046878034552506,0.021458543242852582
-8,-6,14.999999999999998,-0.04640246125147531,0.03052974013976653,0.02092274157135054
-7,-6,14.999999999999998,-0.04639642892191214,0.031009656281116675,0.02038477737242777
-6,-6,14.999999999999998,-0.04639048454774849,0.031481977508493,0.019838344887271455
-5,-6,14.999999999999998,-0.04638542807443776,0.031950787723405046,0.019269211725376937
-4,-6,14.999999999999998,-0.04638007427538369,0.032417821769064145,0.018693142654706965
-3,-6,14.999999999999998,-0.0463717645676807,0.032869100372568814,0.018114279325369964
-2,-6,14.999999999999998,-0.046364215093238875,0.033304971439857355,0.017532710442388327
-1,-6,14.999999999999998,-0.046356676291449725,0.0337352221478979,0.016949958473412668
0,-6,14.999999999999998,-0.0463488709218914,0.03416307983940597,0.016366371496453633
1,-6,14.999999999999998,-0.046341146688376286,0.03458538229164121,0.015781758915000926
2,-6,14.999999999999998,-0.046333596078443555,0.03498834782332509,0.01519686121216271
3,-6,14.999999999999998,-0.04632623336595632,0.0353821632000697,0.014610942639650024
4,-6,14.999999999999998,-0.04631878137396669,0.035771407798790275,0.014025067285978557
5,-6,14.999999999999998,-0.04631115796496546,0.036158740171596225,0.013439582967692125
6,-6,14.999999999999998,-0.046302919718428516,0.036545370328478606,0.01285201536179678
7,-6,14.999999999999998,-0.04629433795394871,0.03692554409893616,0.012264308077763974
8,-6,14.999999999999998,-0.04628604174190689,0.0372910154888119,0.011676366126188649
9,-6,14.999999999999998,-0.04627683168222861,0.037645663320455644,0.011087723658873273
10,-6,14.999999999999998,-0.046266767919101615,0.03799556873813389,0.010500641536693263
-10,-5,14.999999999999998,-0.046168849905442795,0.029593795737042766,0.02148388231785385
-9,-5,14.999999999999998,-0.04616339536247184,0.030079957147366818,0.020947804721154314
-8,-5,14.999999999999998,-0.04615723754761891,0.030561161916465494,0.020409796453204673
-7,-5,14.999999999999998,-0.04615098548993101,0.031040214534189727,0.019862549804391453
-6,-5,14.999999999999998,-0.04614501630100319,0.03151146412714342,0.019292192205057065
-5,-5,14.999999999999998,-0.04613809438953906,0.0319798924270476,0.018715122129016035
-4,-5,14.999999999999998,-0.04613068565378033,0.0324469063150105,0.01813629102399506
-3,-5,14.999999999999998,-0.046123522082814415,0.032898371368422885,0.017555076061382346
-2,-5,14.999999999999998,-0.046116416324584,0.033334439921925196,0.016971720760552648
-1,-5,14.999999999999998,-0.0461091653305403,0.033764557570346306,0.016388189217930466
0,-5,14.999999999999998,-0.04610142966930186,0.03419314947744,0.015803346661161993
1,-5,14.999999999999998,-0.046095918884518756,0.034614992006295614,0.015219392189057592
2,-5,14.999999999999998,-0.046085861337363226,0.0350175281571238,0.014632634659496116
3,-5,14.999999999999998,-0.04607792572099644,0.03541131677315491,0.01404621060719258
4,-5,14.999999999999998,-0.046069856528322795,0.035800336306351016,0.013460379693103383
5,-5,14.999999999999998,-0.046061294646037906,0.03618764736624227,0.012872403744052938
6,-5,14.999999999999998,-0.046052921977115545,0.03657461888868786,0.012284197855257955
7,-5,14.999999999999998,-0.04604410999650665,0.03695505921936389,0.011695277211359281
8,-5,14.999999999999998,-0.04603352752805911,0.03732088370523798,0.011105417206256936
9,-5,14.999999999999998,-0.046022773766609085,0.037673867384052095,0.010518265134733388
10,-5,14.999999999999998,-0.046013648495318075,0.03802825475936018,0.009929181276529794
-10,-4,14.999999999999998,-0.04592295806126746,0.029625953085859726,0.02097307071921895
-9,-4,14.999999999999998,-0.045916604258241754,0.030108971478661,0.020434420436684468
-8,-4,14.999999999999998,-0.045909969464263164,0.030592360878555724,0.019886191079931594
-7,-4,14.999999999999998,-0.045903297293457455,0.03106964793139312,0.019314553327015493
-6,-4,14.999999999999998,-0.04589641699915986,0.03154088762706777,0.018737344741727543
-5,-4,14.999999999999998,-0.04588935998517183,0.03200923324759216,0.01815880157729044
-4,-4,14.999999999999998,-0.04588232263836354,0.032477376630178176,0.017577207616710507
-3,-4,14.999999999999998,-0.04587489350853793,0.03292759700312008,0.016993712438435487
-2,-4,14.999999999999998,-0.045867744170123105,0.0333635313349446,0.016410047314292697
-1,-4,14.999999999999998,-0.04586051344348769,0.0337935730371351,0.015825195896656617
0,-4,14.999999999999998,-0.04585268550385166,0.03422228091629807,0.015240034150134195
1,-4,14.999999999999998,-0.04584448502763185,0.03464475868780435,0.014653666427696511
2,-4,14.999999999999998,-0.04583631553002042,0.03504686907914382,0.014067529189426936
3,-4,14.999999999999998,-0.04582783769691511,0.035440606002362235,0.013480964624573908
4,-4,14.999999999999998,-0.0458188281359455,0.03582934920273143,0.012892670943414494
5,-4,14.999999999999998,-0.04580907065362777,0.03621681293573563,0.01230372055508502
6,-4,14.999999999999998,-0.04579902104252401,0.03660394356524279,0.011713784212288327
7,-4,14.999999999999998,-0.045788035673261084,0.03698366405682931,0.01112338245290639
8,-4,14.999999999999998,-0.04577490002380528,0.037347759114340746,0.010534464696789569
9,-4,14.999999999999998,-0.04576057950812247,0.03770307282229216,0.009945971616560472
10,-4,14.999999999999998,-0.045746143952692386,0.03805420328044848,0.009357116254825406
-10,-3,14.999999999999998,-0.04567471227780908,0.029656284132315625,0.020458362148930223
-9,-3,14.999999999999998,-0.04566776978738399,0.030141300279437813,0.019909360973762804
-8,-3,14.999999999999998,-0.04566082511667144,0.0306205668866024,0.019337010030552902
-7,-3,14.999999999999998,-0.04565421869936693,0.03109876276605325,0.018759862972298397
-6,-3,14.999999999999998,-0.04564739843974042,0.031570111939099345,0.018181293548453208
-5,-3,14.999999999999998,-0.04564050658968081,0.032039390631138254,0.017599839516032865
-4,-3,14.999999999999998,-0.04563289172035327,0.032506687764722715,0.017015726285339094
-3,-3,14.999999999999998,-0.04562508160066282,0.0329568202842354,0.016431703904838564
-2,-3,14.999999999999998,-0.045617737804647486,0.03339272019021434,0.015846761277217958
-1,-3,14.999999999999998,-0.045609983996989366,0.03382287870985686,0.015261392977374647
0,-3,14.999999999999998,-0.045602081895896845,0.03425174074779851,0.014675155924191002
1,-3,14.999999999999998,-0.0455933795344454,0.034674177719678574,0.014088578357042296
2,-3,14.999999999999998,-0.04558449426281093,0.03507656873780297,0.013501245124841365
3,-3,14.999999999999998,-0.04557483232099881,0.0354699480532221,0.012912229868264794
4,-3,14.999999999999998,-0.04556439119814484,0.035858848941159156,0.012322986405217137
5,-3,14.999999999999998,-0.04555274028820837,0.03624648894197431,0.01173246355059915
6,-3,14.999999999999998,-0.04553889784093833,0.036633101059067384,0.011140602064097043
7,-3,14.999999999999998,-0.04552437276024801,0.03701258570469654,0.010549747400912409
8,-3,14.999999999999998,-0.04550982964019548,0.03737745616239227,0.00996073922651186
9,-3,14.999999999999998,-0.04549538715663664,0.037732491324860874,0.009372064873437577
10,-3,14.999999999999998,-0.0454809353113843,0.0380832512610796,0.008783321960790616
-10,-2,14.999999999999998,-0.04542333408527721,0.029686778166401515,0.019932143856013232
-9,-2,14.999999999999998,-0.04541713599044722,0.03016819634753169,0.019359387607600597
-8,-2,14.999999999999998,-0.04541076950079478,0.03064993039199464,0.018781878696681947
-7,-2,14.999999999999998,-0.04540435040248928,0.031127538069169614,0.018203494599084647
-6,-2,14.999999999999998,-0.04539721719771481,0.031599615101283084,0.01762172961266269
-5,-2,14.999999999999998,-0.04539011327366992,0.03206943725239682,0.017038174003149806
-4,-2,14.999999999999998,-0.04538217187157303,0.032536624295495635,0.016453262747879296
-3,-2,14.999999999999998,-0.04537412749409859,0.0329862514516876,0.015868144053940686
-2,-2,14.999999999999998,-0.04536608074472097,0.03342148207552628,0.015282826297060102
-1,-2,14.999999999999998,-0.04535816488827531,0.03385262361120727,0.014696601136657333
0,-2,14.999999999999998,-0.04534863958949804,0.03428160685211405,0.014109172312800004
1,-2,14.999999999999998,-0.04533883193572007,0.03470391106001627,0.013521282891483176
2,-2,14.999999999999998,-0.04532815528841676,0.03510608954770154,0.012931511021865554
3,-2,14.999999999999998,-0.04531600555421948,0.03549967761665516,0.012341031498209086
4,-2,14.999999999999998,-0.045302146323302483,0.03588944576025114,0.011749307293511955
5,-2,14.999999999999998,-0.045287468717572485,0.036277695721984124,0.011156441954515301
6,-2,14.999999999999998,-0.045273042790086204,0.0366633496781996,0.010565347099920288
7,-2,14.999999999999998,-0.045258376542173656,0.03704245563485751,0.009976263908542596
8,-2,14.999999999999998,-0.045243854892921154,0.037407094353844934,0.009387129454154337
9,-2,14.999999999999998,-0.04522943688201267,0.0377618785792085,0.008798064363142137
10,-2,14.999999999999998,-0.04521498590968416,0.03811203589249675,0.008209135367389086
-10,-1,14.999999999999998,-0.045169817249075754,0.02971362766138652,0.01938148769875294
-9,-1,14.999999999999998,-0.04516367128331039,0.030196667471601314,0.018804085839870158
-8,-1,14.999999999999998,-0.04515696394841821,0.030679038573111033,0.018224880068808326
-7,-1,14.999999999999998,-0.04514996367346263,0.031156193577208117,0.01764359550410573
-6,-1,14.999999999999998,-0.045143200336694105,0.0316287431785635,0.017059758698502285
-5,-1,14.999999999999998,-0.04513552708987895,0.032098724857652826,0.016475097176450383
-4,-1,14.999999999999998,-0.04512743567314709,0.032565953939915765,0.015889350297040257
-3,-1,14.999999999999998,-0.04511858030221407,0.0330153706953856,0.01530329684060778
-2,-1,14.999999999999998,-0.04511009131514161,0.033451268894285,0.014716770562647181
-1,-1,14.999999999999998,-0.045100341211777834,0.033881867130671886,0.014129208881593873
0,-1,14.999999999999998,-0.04508838354152663,0.034311703162567764,0.01354038805657263
1,-1,14.999999999999998,-0.0450761352969582,0.03473393758353419,0.01294974913461646
2,-1,14.999999999999998,-0.0450628738007816,0.03513721605823613,0.012357820904244166
3,-1,14.999999999999998,-0.04504849297914716,0.03553075497093873,0.011765563062577929
4,-1,14.999999999999998,-0.045033963142844066,0.035920225925702876,0.011173114321038477
5,-1,14.999999999999998,-0.04501973771787483,0.03630849777933106,0.010580670120479894
6,-1,14.999999999999998,-0.045004887053860076,0.03669343805880907,0.009991588467403098
7,-1,14.999999999999998,-0.04499006281062442,0.037072305804774906,0.009402114932014007
8,-1,14.999999999999998,-0.044975384773856056,0.03743631202925158,0.00881279321361171
9,-1,14.999999999999998,-0.044960609468304505,0.03779119460278643,0.008223466182335364
10,-1,14.999999999999998,-0.044945472168132605,0.03814073689128213,0.007634279041198477
-10,0,14.999999999999998,-0.04491245123061696,0.0297409383749663,0.018825952837281952
-9,0,14.999999999999998,-0.04490699552640912,0.030225526091654485,0.018246569642911173
-8,0,14.999999999999998,-0.04490067146639326,0.030706844380117143,0.01766525094410552
-7,0,14.999999999999998,-0.04489319050215267,0.03118486072470257,0.017081345437411116
-6,0,14.999999999999998,-0.044885503573273804,0.03165786842968443,0.016496428861776852
-5,0,14.999999999999998,-0.044877255611871766,0.03212788623525441,0.01591018379769092
-4,0,14.999999999999998,-0.044868915108292495,0.03259514160599481,0.015323931209818467
-3,0,14.999999999999998,-0.04485813268601179,0.03304510349025948,0.014736317533005668
-2,0,14.999999999999998,-0.0448472266875641,0.033481431243266746,0.014148230738157158
-1,0,14.999999999999998,-0.044834126362400924,0.033912077840090586,0.013558589527146699
0,0,14.999999999999998,-0.044820724054666194,0.03434262914202835,0.012966913062378616
1,0,14.999999999999998,-0.04480647260194363,0.03476464471187488,0.012374568860592164
2,0,14.999999999999998,-0.044792496011714936,0.03516700207969309,0.011782265506234046
3,0,14.999999999999998,-0.04477843224716267,0.03556097283226744,0.01118963059354168
4,0,14.999999999999998,-0.04476455167859779,0.035951080834953686,0.01059679522350288
5,0,14.999999999999998,-0.0447495406061567,0.036337900228952516,0.010006849877271583
6,0,14.999999999999998,-0.04473479213622059,0.03672342781807124,0.009416943144246997
7,0,14.999999999999998,-0.044719885409128954,0.03710194787685424,0.008827298435007019
8,0,14.999999999999998,-0.04470427583557194,0.03746587989390894,0.008237710280573662
9,0,14.999999999999998,-0.04468832185361563,0.03782066009150443,0.007647247014034837
10,0,14.999999999999998,-0.044671674310634686,0.038169733567947735,0.0070583403609338615
-10,1,14.999999999999998,-0.04465315110099312,0.02976792384274939,0.018268467605228524
-9,1,14.999999999999998,-0.04464761074293383,0.030252088571293176,0.01768637251253973
-8,1,14.999999999999998,-0.04464132661938932,0.030735134520808,0.017102576506666266
-7,1,14.999999999999998,-0.0446342633475935,0.031214216948816143,0.01651763022676309
-6,1,14.999999999999998,-0.04462520335741141,0.0316871730215833,0.0159308003632113
-5,1,14.999999999999998,-0.0446152131357653,0.032158289086321304,0.015343305913780724
-4,1,14.999999999999998,-0.04460267868342725,0.03262511242219856,0.01475493026996939
-3,1,14.999999999999998,-0.04459121558697134,0.033075393091261965,0.01416642463644908
-2,1,14.999999999999998,-0.04458033577814366,0.033511851189189173,0.013576311406452587
-1,1,14.999999999999998,-0.04456410169051993,0.03394293042180446,0.012983960668077842
0,1,14.999999999999998,-0.04454990128290705,0.03437364440150833,0.012391365285094337
1,1,14.999999999999998,-0.04453539870915405,0.034795582917770164,0.011798687928234238
2,1,14.999999999999998,-0.044521166590401055,0.03519753926087407,0.011205268808322528
3,1,14.999999999999998,-0.04450691811581376,0.03559172054708949,0.010611688232021061
4,1,14.999999999999998,-0.04449243468308683,0.035981134286032515,0.010022167661708952
5,1,14.999999999999998,-0.044477705210772864,0.03636759306751783,0.00943180762733942
6,1,14.999999999999998,-0.04446221484217274,0.03675314719716289,0.008841553419266499
7,1,14.999999999999998,-0.04444641584855373,0.037131751898480704,0.008251216600825456
8,1,14.999999999999998,-0.04442974434136575,0.03749584645143602,0.007660343663489487
9,1,14.999999999999998,-0.04441180385371965,0.03785031080224993,0.007070222237434328
10,1,14.999999999999998,-0.04439195981596688,0.03819945419835103,0.006480791205984865
-10,2,14.999999999999998,-0.04439086610240925,0.02979518591084942,0.017707482845526003
-9,2,14.999999999999998,-0.044386014587305664,0.03028291369613045,0.017123233738783755
-8,2,14.999999999999998,-0.04437473299515118,0.03076288968516325,0.016537645691211963
-7,2,14.999999999999998,-0.044365359093881826,0.03124279298737648,0.015949803463996135
-6,2,14.999999999999998,-0.04435612166328017,0.03171774080786906,0.015361842811833878
-5,2,14.999999999999998,-0.04434369629254903,0.032187584968350724,0.014773495231080663
-4,2,14.999999999999998,-0.044330888732376186,0.03265540035310355,0.01418380274959038
-3,2,14.999999999999998,-0.04432045314774909,0.03310628236462337,0.013592833318843683
-2,2,14.999999999999998,-0.04430405709527226,0.033541634316955574,0.013000721346038907
-1,2,14.999999999999998,-0.04429018967397542,0.03397377862837822,0.012407988480485563
0,2,14.999999999999998,-0.04427595242319603,0.03440473749328208,0.011815180243565865
1,2,14.999999999999998,-0.04426146987153666,0.03482631681917974,0.011221892263185493
2,2,14.999999999999998,-0.04424778517190851,0.035227936636136443,0.01062899945625561
3,2,14.999999999999998,-0.04423382592940278,0.035622072942350494,0.010037714570837476
4,2,14.999999999999998,-0.04421849811815794,0.036011374434008175,0.009446361757061381
5,2,14.999999999999998,-0.044200770577158356,0.03639751101287797,0.008855396211954226
6,2,14.999999999999998,-0.044183747892604944,0.036783222018345885,0.008264457209230355
7,2,14.999999999999998,-0.044165530307525985,0.037162117586657765,0.0076729131765035565
8,2,14.999999999999998,-0.04414542003112774,0.03752642333875054,0.007080762278838014
9,2,14.999999999999998,-0.044124469854502434,0.03788083523676505,0.006490225886660999
10,2,14.999999999999998,-0.044103136470836767,0.03822997720081166,0.005900971956951015
-10,3,14.999999999999998,-0.04411687514209713,0.029822086187839696,0.017142263360279686
-9,3,14.999999999999998,-0.04410842148683753,0.03030766949752249,0.016556406298591328
-8,3,14.999999999999998,-0.04409873583972666,0.030790806909139736,0.015968709743101956
-7,3,14.999999999999998,-0.044089175838231735,0.03127119268324038,0.015380350344699926
-6,3,14.999999999999998,-0.044078578307244494,0.031745914173565974,0.014791004392713058
-5,3,14.999999999999998,-0.044066738225527174,0.032217654753673566,0.014201020592248266
-4,3,14.999999999999998,-0.0440550643097885,0.03268624908836305,0.013609672214614149
-3,3,14.999999999999998,-0.044042456787688984,0.0331364206748352,0.013017431544871639
-2,3,14.999999999999998,-0.04402699657708221,0.03357181865992701,0.012424608320640164
-1,3,14.999999999999998,-0.04401336259093563,0.03400423567724478,0.011831651722304158
0,3,14.999999999999998,-0.04399896479345083,0.03443572635674662,0.01123799191401742
1,3,14.999999999999998,-0.04398628088219981,0.034857662950745105,0.010644667231413019
2,3,14.999999999999998,-0.043970794934398184,0.035258564721286266,0.010052864231980888
3,3,14.999999999999998,-0.04395451948971459,0.03565262009919988,0.009460571204112722
4,3,14.999999999999998,-0.043935901551741076,0.036041664988254896,0.008868376203679218
5,3,14.999999999999998,-0.043917058112526344,0.03642801466453879,0.008276704757764238
6,3,14.999999999999998,-0.043896410650091665,0.0368143408470303,0.007684015000757864
7,3,14.999999999999998,-0.04387532505306094,0.03719366116227777,0.007091083957824262
8,3,14.999999999999998,-0.04385413740654363,0.03755738655960426,0.006499566366473274
9,3,14.999999999999998,-0.043832983772993044,0.03791116275677058,0.005910117945460221
10,3,14.999999999999998,-0.04381174285942526,0.0382603571838243,0.005320924671588583
-10,4,14.999999999999998,-0.04383493076715696,0.029849779907009717,0.016574659242105605
-9,4,14.999999999999998,-0.04382317376151803,0.030333857934794123,0.015986857797350467
-8,4,14.999999999999998,-0.043814944840890414,0.03082086180355527,0.015397889197456258
-7,4,14.999999999999998,-0.04380186146993265,0.03129898165776309,0.01480814342144193
-6,4,14.999999999999998,-0.043791051241736365,0.03177396984531244,0.0142178642523477
-5,4,14.999999999999998,-0.043780903703831885,0.032247350660913006,0.013626072325787216
-4,4,14.999999999999998,-0.04376991856270589,0.03271559384659882,0.013033838136987453
-3,4,14.999999999999998,-0.04375775437888976,0.033166265776255,0.012440822779152082
-2,4,14.999999999999998,-0.04374024293578543,0.033601786928805014,0.011847504935238921
-1,4,14.999999999999998,-0.04372585751163092,0.0340342668004779,0.011253843248380899
0,4,14.999999999999998,-0.043710611353376116,0.034466361409494425,0.010659555937591086
1,4,14.999999999999998,-0.04369807895361527,0.03488781303692533,0.01006722652528317
2,4,14.999999999999998,-0.0436810289005439,0.035289411878700695,0.009474118563051363
3,4,14.999999999999998,-0.043658781082070504,0.0356832143850887,0.008880383488192914
4,4,14.999999999999998,-0.04363828909198024,0.036071944658099736,0.008287499724859067
5,4,14.999999999999998,-0.04361738063335979,0.03645907276261511,0.007694347079257513
6,4,14.999999999999998,-0.04359670110173569,0.03684583951627548,0.007101302660199106
7,4,14.999999999999998,-0.0435752990327907,0.03722502843169617,0.006509120772955213
8,4,14.999999999999998,-0.04355372693783709,0.03758784758244455,0.005919036795345703
9,4,14.999999999999998,-0.04353214065103407,0.03794134601693203,0.005329447442639681
10,4,14.999999999999998,-0.04351037713391695,0.038290453231497,0.004740913163826377
-10,5,14.999999999999998,-0.043539920332562765,0.029875945848631666,0.01600404609348471
-9,5,14.999999999999998,-0.04352898835705231,0.030361694543688724,0.01541479941546064
-8,5,14.999999999999998,-0.043517916332126816,0.030846537687997475,0.01482495745237834
-7,5,14.999999999999998,-0.04350671397821071,0.03132678078178681,0.014234470671220488
-6,5,14.999999999999998,-0.043495315718317135,0.03180175241495652,0.01364234206964198
-5,5,14.999999999999998,-0.043483488964940586,0.03227513100744281,0.013049694676942038
-4,5,14.999999999999998,-0.043471453555372026,0.03274367834971691,0.012456496973534334
-3,5,14.999999999999998,-0.04345858082463436,0.033194104324167154,0.011862923765981238
-2,5,14.999999999999998,-0.043444520237949265,0.03363156685542333,0.011268831235333666
-1,5,14.999999999999998,-0.04342929841759125,0.03406458150887616,0.010674248586872683
0,5,14.999999999999998,-0.0434119487015224,0.034496943715776544,0.010080457442434014
1,5,14.999999999999998,-0.04339387125851412,0.03491868566997394,0.009486401549938399
2,5,14.999999999999998,-0.04337318008199846,0.03532050137399236,0.0088916955618978
3,5,14.999999999999998,-0.04335270880583567,0.035714225444976315,0.008297759441677965
4,5,14.999999999999998,-0.043331993840823056,0.03610288552346449,0.007704492212008703
5,5,14.999999999999998,-0.04331099940273184,0.03649003614406717,0.0071114373123573865
6,5,14.999999999999998,-0.04328975568927088,0.03687703080411958,0.006518852517562666
7,5,14.999999999999998,-0.04326832851916721,0.03725604645211598,0.005927961695796894
8,5,14.999999999999998,-0.04324670899756726,0.03761793993121051,0.005337874514880817
9,5,14.999999999999998,-0.04322492880578314,0.037971547772258585,0.004750039362323376
10,5,14.999999999999998,-0.043202970378155965,0.038320650815606365,0.004160324761016669
-10,6,14.999999999999998,-0.043244122753692785,0.029903727429595788,0.015431629524964331
-9,6,14.999999999999998,-0.04323288942631063,0.030389501524101012,0.014841630034226928
-8,6,14.999999999999998,-0.043221303404915465,0.030874563255266073,0.014250901847991474
-7,6,14.999999999999998,-0.04321014639661921,0.03135690593752659,0.01365830247819947
-6,6,14.999999999999998,-0.04319778934531855,0.031829195600420045,0.013066029783262989
-5,6,14.999999999999998,-0.04318562365423028,0.03230269842684859,0.012472121870818828
-4,6,14.999999999999998,-0.043172859215027906,0.032771932535315754,0.011878235141681204
-3,6,14.999999999999998,-0.04315943647834753,0.03322296681818549,0.011283390115311582
-2,6,14.999999999999998,-0.0431428386961717,0.03366110827341776,0.010687618954903824
-1,6,14.999999999999998,-0.04312536489040605,0.0340950928633682,0.010093017812903097
0,6,14.999999999999998,-0.04310596308713008,0.03452836498204135,0.009497755662540809
1,6,14.999999999999998,-0.043086025917453495,0.03494968874149136,0.008902611751133278
2,6,14.999999999999998,-0.043065479302395834,0.03535183578360171,0.008308258623995902
3,6,14.999999999999998,-0.04304478210134838,0.035745063525738384,0.007714520858858491
4,6,14.999999999999998,-0.04302389247204208,0.03613358212481415,0.007121280793538674
5,6,14.999999999999998,-0.0430030274104222,0.036521083294422524,0.006528725813588046
6,6,14.999999999999998,-0.04298208278111954,0.03690801465116699,0.0059374783119291825
7,6,14.999999999999998,-0.042960914801702506,0.037287774042316355,0.005346464858413983
8,6,14.999999999999998,-0.04293868564997713,0.037648180527802375,0.004757295009563735
9,6,14.999999999999998,-0.04291542341440751,0.038001620996807345,0.004167925955692913
10,6,14.999999999999998,-0.04289222100030135,0.038350723419761444,0.0035794245174706756
-10,7,14.999999999999998,-0.04294680399028952,0.02993158436303902,0.014858035091999741
-9,7,14.999999999999998,-0.04293563009267366,0.03041833233216409,0.01426710455645759
-8,7,14.999999999999998,-0.042923042828899236,0.03090258204355504,0.013674243241022477
-7,7,14.999999999999998,-0.04291070643351682,0.03138238485638783,0.01308168275210773
-6,7,14.999999999999998,-0.042898227889520475,0.03185776681536638,0.012487593034908057
